predicted_vt,actual_vt,predicted_pitch,actual_pitch,predicted_roll,actual_roll,predicted_hding,actual_hding,predicted_lat,actual_lat,predicted_lon,actual_lon,predicted_alt,actual_alt,predicted_x,actual_x,predicted_y,actual_y,predicted_z,actual_z,predicted_vx,actual_vx,predicted_vy,actual_vy,predicted_vz,actual_vz
67.35847378021164,77.83955981316495,11.495077646079679,9.630630068293575,-1.1688535511466753,0.12955001455623205,333.8864945139595,142.7945600153584,45.61057239211711,45.51928000458499,-122.57311078695797,-122.40270999380851,528.951344722062,3888.6892061211806,31803.907819847114,46674.82422075986,157.57313958075315,1014.0332545540409,-8623.832193525657,-2316.2725143894822,-47.39701685205446,24.458849854186518,4.797918256571705,3.117119990131254,-10.24872298676949,31.722938043313786
67.35783654825707,77.83550973813351,11.495296462888149,9.631400068078758,-1.1693881614969526,0.14114998817602997,333.89524300571196,142.80504996963745,45.61057213246863,45.519249994686625,-122.5731115173538,-122.40267999794109,528.9440757054526,3889.771966528535,31803.83380612576,46677.28164108891,157.5582100842654,1014.3465593389597,-8624.319036749952,-2313.0836912703526,-47.39718479057164,24.452559793361083,4.798051569150269,3.1166100305379594,-10.248868630928875,31.725162426838967
67.35712627390454,77.83146029277792,11.495553638021608,9.632160042392638,-1.1698381203181107,0.1528799833169402,333.9014028171954,142.81569002058873,45.61057151204542,45.51921999572083,-122.57311202792175,-122.40265000207366,528.9374528236531,3890.8544846353357,31803.764873123684,46679.742357019655,157.5457131894418,1014.6597210296628,-8624.665303993232,-2309.8960852592827,-47.3979557810369,24.446109427587427,4.798231268269329,3.1160999734939487,-10.248843805219892,31.727499353578228
67.35634547585744,77.82745996213819,11.495840453678927,9.632940067649127,-1.1702612312539502,0.16447999361417698,333.9072975228682,142.826609979904,45.61057083149308,45.51918999675503,-122.5731124392126,-122.40262000620623,528.9348682844143,3891.936760441583,31803.70225669152,46682.19538321311,157.5326439177561,1014.9729065694019,-8625.003051480086,-2306.707262140153,-47.39844432945053,24.439519749180196,4.798426949305701,3.115590013900654,-10.248862010739813,31.729968684098747
67.35593744591024,77.82351000556602,11.496078449649893,9.63371006743431,-1.1704592894243329,0.17606999097057785,333.9147516744862,142.8377499672956,45.6105713808546,45.51915999778924,-122.57311340361873,-122.40258999615637,528.9673365586018,3893.018793947276,31803.634559540074,46684.652803542165,157.5186683827053,1015.2860205620332,-8625.5063256632,-2303.5172219129636,-47.39683364639935,24.432790758139394,4.798546228981259,3.1151000317040007,-10.249591886584014,31.73259689915677
67.35526747081175,77.81956004899385,11.49636788064755,9.634480067219494,-1.170685075738569,0.18759000777344348,333.9191960954299,142.8490799512459,45.61057108840842,45.51912999882344,-122.57311388582181,-122.40256000028893,528.9828437940346,3894.1008274529695,31803.577847727607,46687.109125337316,157.50741163774967,1015.5990630075568,-8625.794780273594,-2300.328398793834,-47.39668860858906,24.425890011796927,4.798742299820492,3.1146199894803104,-10.249836833579348,31.735331037239813
67.35447407924777,77.81561009242168,11.496677362587816,9.63520996511946,-1.1709180508308412,0.19791998839182123,333.92340659948195,142.86055004166786,45.61057054451317,45.519099999857644,-122.57311416947067,-122.40252000579903,528.9938280857996,3895.1826186581093,31803.531297353693,46689.56215153077,157.49567791207562,1015.9120577550085,-8626.030899237378,-2297.1383585666426,-47.39671150929595,24.418840410859683,4.798950844351287,3.1141600221039774,-10.249959307077013,31.738197579104114
67.35328776995684,77.81174010468175,11.497088842801354,9.635959913962035,-1.1711343010109478,0.20814001004819777,333.92431107813013,142.87220994590095,45.610568800768625,45.519070000891844,-122.57311373690615,-122.40248999574916,528.9893051421318,3896.2641675626955,31803.506717657736,46692.015177724235,157.48585210927547,1016.2249809553524,-8625.992560333463,-2293.9483183394514,-47.39833745948504,24.411680123172477,4.799258788611714,3.1136900173039654,-10.249471068133612,31.74118990456061
67.35250193450298,77.80796016058758,11.497415760343888,9.636720106220942,-1.1711759665816062,0.2183400058229023,333.9283032597498,142.88410998044324,45.61056850558929,45.5190500052255,-122.5731139780077,-122.40245999988173,529.0172504726511,3897.345716467282,31803.47843040987,46694.4682039177,157.47407068552957,1016.5379041556964,-8626.170866664363,-2290.758278112262,-47.397627537571495,24.404420599088752,4.799457588070976,3.113229952476917,-10.249725945412543,31.744327874176495
67.35174884219302,77.80411976761235,11.497731344744949,9.637499913532402,-1.1712823311545895,0.2290699905905751,333.9322330635316,142.89624003326244,45.61056804642145,45.51901999532714,-122.57311426874777,-122.4024300040143,529.035503781025,3898.4270230713137,31803.435038320913,46696.92232864505,157.46238465792737,1016.8507796579685,-8626.372906602444,-2287.5682378850706,-47.39749776689912,24.39697977774216,4.799669251024662,3.1127699851005834,-10.249906345564508,31.747538665872074
67.35098567506957,77.80026992949944,11.498010314381244,9.63826010579131,-1.1715081174688255,0.23918001660751131,333.93702056258337,142.90855003152393,45.61056761731817,45.51898999636134,-122.57311454530542,-122.40239999396444,529.0413189943124,3899.508087374793,31803.392195498905,46699.37096070292,157.44998315924738,1017.1635597640968,-8626.59381171547,-2284.3769805498196,-47.397597003295644,24.389409185723196,4.799859474820976,3.1123100177242504,-10.250020543825848,31.750862000781726
67.34975151041446,77.7963999417595,11.498399128311833,9.639010054633886,-1.1718006567219685,0.24924001459770645,333.9383149027178,142.92116996966703,45.61056569045311,45.51895999739555,-122.5731140772848,-122.402369998097,529.024034888153,3900.5890709114205,31803.365968002097,46701.82398689638,157.43944188536955,1017.4763160211894,-8626.565818230072,-2281.1857232145685,-47.39962753263978,24.381689739109458,4.800168978292848,3.111849952897202,-10.249423071762905,31.754271398149196
67.34886492682548,77.7925501036466,11.498698148890739,9.63976000347646,-1.1720392067849628,0.25915000186255627,333.94210435636467,142.93402004791875,45.61056484044597,45.51892999842975,-122.5731140772848,-122.40234000222958,529.0237118207483,3901.669892914346,31803.33781807097,46704.27371748815,157.42794665005465,1017.7890484292459,-8626.686311928084,-2277.9944658793174,-47.40018478317407,24.373840521823347,4.800377522823643,3.1114000229445473,-10.249267497319924,31.75778671854167
